ITEM   , LEN_P , LEN_L ,   N   ,   PN   ,  AOA  ,  AOA2  ,  IMG  ,  IMG2  
integrates,NA,10,1,NA,NA,NA,NA,NA
intending,8,9,0,1,NA,NA,NA,NA
interact,8,8,0,0,NA,NA,NA,NA
interacts,NA,9,0,NA,NA,NA,NA,NA
interbred,NA,9,0,NA,NA,NA,NA,NA
intercede,7,9,0,0,NA,NA,NA,NA
intercept,8,9,0,1,NA,NA,NA,NA
intercepts,NA,10,0,NA,NA,NA,NA,NA
interfere,7,9,0,2,NA,NA,NA,NA
interfered,7,10,1,2,NA,NA,NA,NA
interferes,7,10,1,2,NA,NA,NA,NA
interject,NA,9,1,NA,NA,NA,NA,NA
interlace,NA,9,1,NA,NA,NA,NA,NA
interpose,7,9,0,1,NA,NA,NA,NA
interpret,8,9,0,1,NA,538,NA,374
interprets,9,10,0,1,NA,NA,NA,NA
intersect,8,9,0,1,NA,NA,NA,NA
intersects,NA,10,0,NA,NA,NA,NA,NA
intertwine,NA,10,0,NA,NA,NA,NA,NA
intervene,7,9,0,2,NA,NA,NA,NA
intervened,8,10,1,2,NA,NA,NA,NA
intervenes,8,10,1,2,NA,NA,NA,NA
interweave,NA,10,0,NA,NA,NA,NA,NA
intimates,8,9,1,0,NA,NA,NA,NA
intrastate,NA,10,0,NA,NA,NA,NA,NA
introduce,9,9,0,1,NA,469,NA,445
introspect,NA,10,0,NA,NA,NA,NA,NA
intruded,8,8,2,1,NA,NA,NA,NA
invested,8,8,4,3,NA,NA,NA,NA
invoking,7,8,0,1,NA,NA,NA,NA
involving,8,9,0,1,NA,NA,NA,NA
irk,NA,3,4,NA,NA,NA,NA,NA
irks,NA,4,2,NA,NA,NA,NA,NA
irrigate,6,8,1,1,NA,NA,NA,NA
irritate,6,8,1,3,NA,NA,NA,NA
irritates,7,9,1,2,NA,NA,NA,NA
isolate,6,7,0,1,NA,NA,NA,NA
isolates,7,8,1,1,NA,NA,NA,NA
itemize,NA,7,0,NA,NA,NA,NA,NA
jabbed,4,6,3,6,NA,NA,NA,NA
jawboning,NA,9,0,NA,NA,NA,NA,NA
jawed,NA,5,3,NA,NA,NA,NA,NA
jeer,3,4,7,19,486,NA,430,NA
jeered,3,6,3,15,NA,NA,NA,NA
jelled,NA,6,3,NA,NA,NA,NA,NA
jeopardize,7,10,0,0,NA,NA,NA,NA
jerked,4,6,0,7,NA,NA,NA,NA
jettison,6,8,0,1,NA,NA,NA,NA
jettisoned,7,10,0,1,NA,NA,NA,NA
jilt,NA,4,8,NA,NA,NA,NA,NA
jockeying,6,9,0,0,NA,NA,NA,NA
jogged,4,6,4,5,NA,NA,NA,NA
joked,4,5,4,7,NA,NA,NA,NA
jostling,6,8,0,0,NA,NA,NA,NA
judged,4,6,3,3,NA,NA,NA,NA
jumped,5,6,6,8,NA,NA,NA,NA
junked,NA,6,2,NA,NA,NA,NA,NA
justifies,8,9,1,2,NA,NA,NA,NA
justify,7,7,0,2,NA,NA,336,NA
juts,NA,4,10,NA,NA,NA,NA,NA
juxtapose,NA,9,0,NA,NA,NA,NA,NA
juxtaposed,NA,10,0,NA,NA,NA,NA,NA
kain,NA,4,7,NA,NA,NA,NA,NA
kats,NA,4,11,NA,NA,NA,NA,NA
keels,4,5,5,15,NA,NA,NA,NA
keyed,3,5,0,24,NA,NA,NA,NA
kidnaping,NA,9,0,NA,NA,NA,NA,NA
kissed,4,6,4,18,NA,NA,NA,NA
knead,3,5,0,19,NA,439,NA,NA
kneel,3,5,2,21,NA,NA,NA,NA
knelt,4,5,1,10,342,NA,410,NA
knifed,4,6,0,3,NA,NA,NA,NA
knocked,4,7,1,13,NA,NA,NA,NA
kvetch,NA,6,0,NA,NA,NA,NA,NA
lacerate,NA,8,0,NA,NA,NA,NA,NA
lacked,4,6,9,20,NA,NA,NA,NA
lagged,4,6,12,16,NA,NA,NA,NA
lain,3,4,10,29,NA,NA,328,NA
lambasted,NA,9,0,NA,NA,NA,NA,NA
lambasting,NA,10,0,NA,NA,NA,NA,NA
lamenting,8,9,0,2,NA,NA,NA,NA
lank,4,4,12,15,NA,NA,NA,NA
lapped,4,6,7,21,NA,NA,NA,NA
lashed,4,6,9,10,NA,NA,NA,NA
lasts,5,5,5,7,NA,NA,NA,NA
laughed,4,7,0,12,NA,NA,NA,NA
launched,5,8,2,3,NA,NA,NA,NA
lavishing,NA,9,1,NA,NA,NA,NA,NA
lays,3,4,14,28,NA,NA,NA,NA
leached,4,7,2,11,NA,NA,NA,NA
leafed,4,6,5,9,NA,NA,NA,NA
leaned,4,6,8,9,NA,NA,NA,NA
leans,4,5,9,14,NA,NA,NA,NA
leaped,4,6,7,11,NA,NA,NA,NA
leapt,4,5,3,12,NA,NA,NA,NA
learn,3,5,1,18,NA,280,361,NA
learns,4,6,2,16,NA,NA,NA,NA
learnt,4,6,1,8,NA,324,NA,293
leashed,NA,7,1,NA,NA,NA,NA,NA
leavening,NA,9,0,NA,NA,NA,NA,NA
legislate,8,9,0,0,NA,NA,NA,NA
legislates,NA,10,1,NA,NA,NA,NA,NA
lend,4,4,10,17,341,NA,295,NA
lends,5,5,5,9,NA,NA,NA,NA
leve,NA,4,3,NA,NA,NA,NA,NA
leveraging,NA,10,0,NA,NA,NA,NA,NA
levitate,NA,8,0,NA,NA,NA,NA,NA
levying,6,7,0,0,NA,NA,NA,NA
liberate,7,8,1,0,NA,NA,NA,NA
licked,4,6,8,19,NA,NA,NA,NA
likening,NA,8,0,NA,NA,NA,NA,NA
limped,5,6,3,3,NA,NA,NA,NA
lined,4,5,9,17,NA,NA,NA,NA
lionize,NA,7,0,NA,NA,NA,NA,NA
liquefy,NA,7,0,NA,NA,NA,NA,NA
liquidate,8,9,0,0,NA,NA,NA,NA
liquidates,NA,10,1,NA,NA,NA,NA,NA
litigate,NA,8,1,NA,NA,NA,NA,NA
loaned,4,6,3,16,NA,NA,NA,NA
loathe,3,6,0,14,NA,NA,NA,NA
lobbed,4,6,5,10,NA,NA,NA,NA
localize,NA,8,0,NA,NA,NA,NA,NA
located,7,7,0,1,NA,NA,NA,NA
lodged,4,6,5,6,NA,NA,NA,NA
longed,4,6,4,7,NA,NA,NA,NA
longs,4,5,5,11,NA,NA,NA,NA
loomed,4,6,8,8,NA,NA,NA,NA
loosed,4,6,6,13,NA,NA,NA,NA
lopes,NA,5,8,NA,NA,NA,NA,NA
lopped,4,6,7,20,NA,NA,NA,NA
lose,3,4,12,27,240,286,290,NA
losh,NA,4,9,NA,NA,NA,NA,NA
loused,NA,6,4,NA,NA,NA,NA,NA
lubricate,8,9,0,0,NA,NA,NA,NA
lucked,NA,6,11,NA,NA,NA,NA,NA
lulled,4,6,5,8,NA,NA,NA,NA
lumped,5,6,6,12,NA,NA,NA,NA
lunched,5,7,7,7,NA,NA,NA,NA
lunged,5,6,3,3,NA,NA,NA,NA
lurched,4,7,3,7,NA,NA,NA,NA
lured,3,5,3,13,NA,NA,NA,NA
lurk,3,4,4,20,NA,NA,NA,NA
lurked,4,6,0,13,NA,NA,NA,NA
lurks,4,5,2,14,NA,NA,NA,NA
lynched,5,7,1,8,NA,NA,NA,NA
magnified,8,9,0,1,NA,NA,NA,NA
magnifies,NA,9,1,NA,NA,NA,NA,NA
majoring,NA,8,0,NA,NA,NA,NA,NA
manages,7,7,2,3,NA,NA,NA,NA
maneuvered,NA,10,0,NA,NA,NA,NA,NA
mangling,NA,8,5,NA,NA,NA,NA,NA
manhandle,NA,9,1,NA,NA,NA,NA,NA
manifests,9,9,1,1,NA,NA,NA,NA
mapped,4,6,6,14,NA,NA,NA,NA
marched,4,7,3,8,NA,NA,NA,NA
marinates,NA,9,1,NA,NA,NA,NA,NA
marketed,7,8,0,1,NA,NA,NA,NA
marred,3,6,4,27,NA,NA,NA,NA
marveling,NA,9,0,NA,NA,NA,NA,NA
mastering,8,9,1,2,NA,NA,NA,NA
maximize,8,8,0,1,NA,NA,NA,NA
maximized,9,9,1,1,NA,NA,NA,NA
meandered,7,9,0,1,NA,NA,NA,NA
mediate,6,7,0,0,NA,NA,NA,NA
medicates,NA,9,1,NA,NA,NA,NA,NA
melamine,NA,8,0,NA,NA,NA,NA,NA
mellowing,NA,9,2,NA,NA,NA,NA,NA
melts,5,5,5,4,NA,NA,NA,NA
memorize,7,8,0,2,NA,NA,NA,NA
menstruate,9,10,0,0,NA,NA,NA,NA
mentioning,7,10,0,0,NA,NA,NA,NA
merge,3,5,3,11,NA,NA,NA,NA
meshed,4,6,2,3,NA,NA,NA,NA
mesmerize,NA,9,0,NA,NA,NA,NA,NA
mete,NA,4,6,NA,NA,NA,NA,NA
migrated,8,8,0,1,NA,NA,NA,NA
militate,NA,8,0,NA,NA,NA,NA,NA
milked,5,6,1,2,NA,NA,NA,NA
milled,4,6,10,16,NA,NA,NA,NA
mimicking,7,9,0,0,NA,NA,NA,NA
minimize,7,8,0,1,NA,NA,NA,NA
minimized,8,9,0,1,NA,NA,NA,NA
minoring,NA,8,0,NA,NA,NA,NA,NA
mired,4,5,9,6,NA,NA,NA,NA
mirroring,NA,9,0,NA,NA,NA,NA,NA
misapplied,NA,10,0,NA,NA,NA,NA,NA
misbehaved,NA,10,0,NA,NA,NA,NA,NA
misjudging,NA,10,0,NA,NA,NA,NA,NA
mislabel,NA,8,0,NA,NA,NA,NA,NA
mismanage,NA,9,0,NA,NA,NA,NA,NA
misplaces,NA,9,1,NA,NA,NA,NA,NA
misplacing,NA,10,1,NA,NA,NA,NA,NA
misquoting,NA,10,0,NA,NA,NA,NA,NA
mistrusted,10,10,1,1,NA,NA,NA,NA
misuses,NA,7,1,NA,NA,NA,NA,NA
misusing,NA,8,0,NA,NA,NA,NA,NA
mitigate,7,8,0,0,NA,NA,NA,NA
mitigates,NA,9,1,NA,NA,NA,NA,NA
moaned,4,6,1,17,NA,NA,NA,NA
mobilize,7,8,0,1,NA,NA,NA,NA
mobilized,8,9,1,1,NA,NA,NA,NA
mocked,4,6,6,12,NA,NA,NA,NA
modernize,7,9,0,1,NA,NA,NA,NA
modifies,7,8,1,2,NA,NA,NA,NA
modify,6,6,0,3,NA,NA,NA,NA
mollified,7,9,0,2,NA,NA,NA,NA
mollify,6,7,0,2,NA,NA,NA,NA
monkeying,NA,9,0,NA,NA,NA,NA,NA
moored,3,6,1,29,NA,NA,NA,NA
mopped,4,6,6,12,NA,NA,NA,NA
moralize,NA,8,0,NA,NA,NA,NA,NA
morphed,NA,7,0,NA,NA,NA,NA,NA
mortgaging,7,10,0,1,NA,NA,NA,NA
mortify,NA,7,1,NA,NA,NA,NA,NA
motioning,6,9,0,0,NA,NA,NA,NA
motivate,7,8,0,1,NA,570,NA,315
motivates,8,9,1,1,NA,NA,NA,NA
mourn,3,5,0,25,NA,NA,NA,NA
mourned,4,7,1,14,NA,NA,NA,NA
mourns,NA,6,0,NA,NA,NA,NA,NA
mouthed,4,7,0,3,NA,NA,NA,NA
mows,NA,4,12,NA,NA,NA,NA,NA
muddying,NA,8,1,NA,NA,NA,NA,NA
mulched,NA,7,1,NA,NA,NA,NA,NA
multiplied,9,10,2,2,NA,NA,NA,NA
multiplies,9,10,2,2,NA,NA,NA,NA
mummify,NA,7,0,NA,NA,NA,NA,NA
munched,5,7,4,5,NA,NA,NA,NA
muscling,NA,8,0,NA,NA,NA,NA,NA
mused,5,5,3,5,NA,NA,NA,NA
mutinied,NA,8,0,NA,NA,NA,NA,NA
mystifies,NA,9,1,NA,NA,NA,NA,NA
mystify,NA,7,0,NA,NA,NA,NA,NA
nagged,4,6,9,13,NA,NA,NA,NA
napped,NA,6,7,NA,NA,NA,NA,NA
narrated,7,8,0,0,NA,NA,NA,NA
navigate,7,8,0,0,NA,NA,NA,NA
navigates,NA,9,1,NA,NA,NA,NA,NA
neared,3,6,5,18,NA,NA,NA,NA
nears,3,5,11,20,NA,NA,NA,NA
necked,NA,6,3,NA,NA,NA,NA,NA
negated,7,7,1,1,NA,NA,NA,NA
negating,7,8,0,1,NA,NA,NA,NA
neglecting,9,10,0,1,NA,NA,NA,NA
neutralize,9,10,0,0,NA,NA,NA,NA
nicked,4,6,6,9,NA,NA,NA,NA
nill,NA,4,12,NA,NA,NA,NA,NA
nipped,4,6,6,14,NA,NA,NA,NA
nitpicking,NA,10,0,NA,NA,NA,NA,NA
nitrating,NA,9,0,NA,NA,NA,NA,NA
nixed,NA,5,2,NA,NA,NA,NA,NA
nominate,7,8,1,1,NA,560,NA,340
nominates,NA,9,2,NA,NA,NA,NA,NA
nonbinding,NA,10,0,NA,NA,NA,NA,NA
normalize,NA,9,0,NA,NA,NA,NA,NA
normalized,NA,10,1,NA,NA,NA,NA,NA
nosed,4,5,4,5,NA,NA,NA,NA
noticing,7,8,0,1,NA,NA,NA,NA
notified,7,8,0,1,NA,NA,NA,NA
notifies,NA,8,1,NA,NA,NA,NA,NA
notify,6,6,0,1,NA,NA,NA,NA
nourishes,7,9,1,1,NA,NA,NA,NA
nudged,4,6,3,4,NA,NA,NA,NA
nullified,7,9,0,1,NA,NA,NA,NA
nullifies,NA,9,1,NA,NA,NA,NA,NA
nullify,6,7,0,1,NA,NA,NA,NA
numbering,8,9,1,1,NA,NA,NA,NA
nursed,4,6,3,9,NA,NA,NA,NA
nuzzling,6,8,2,2,NA,NA,NA,NA
objected,8,8,0,3,NA,NA,NA,NA
obligate,NA,8,0,NA,NA,NA,NA,NA
obligates,NA,9,1,NA,NA,NA,NA,NA
obliges,7,7,1,1,NA,NA,NA,NA
obscuring,9,9,0,0,NA,NA,NA,NA
observing,7,9,0,0,NA,NA,NA,NA
obsesses,NA,8,1,NA,NA,NA,NA,NA
obtaining,7,9,0,2,NA,NA,NA,NA
obviate,6,7,0,0,NA,NA,NA,NA
occasioned,6,10,0,2,NA,NA,NA,NA
occupies,7,8,2,2,NA,NA,NA,NA
occupy,6,6,0,2,NA,NA,NA,NA
occurring,6,9,0,0,NA,NA,NA,NA
omitted,6,7,1,5,NA,NA,NA,NA
omitting,6,8,1,5,NA,NA,NA,NA
oozed,3,5,2,3,NA,NA,NA,NA
opaline,NA,7,0,NA,NA,NA,NA,NA
operate,6,7,0,1,NA,467,NA,NA
operates,7,8,1,1,NA,NA,NA,NA
opining,NA,7,1,NA,NA,NA,NA,NA
opposes,6,7,1,2,NA,NA,NA,NA
oppresses,NA,9,1,NA,NA,NA,NA,NA
oppressing,NA,10,0,NA,NA,NA,NA,NA
opt,NA,3,5,NA,NA,NA,NA,NA
optimize,NA,8,0,NA,NA,NA,NA,NA
optioning,NA,9,0,NA,NA,NA,NA,NA
opts,NA,4,3,NA,NA,NA,NA,NA
orbited,6,7,0,1,NA,NA,NA,NA
organize,6,8,0,1,NA,NA,NA,NA
orthoclase,NA,10,0,NA,NA,NA,NA,NA
oscillate,NA,9,0,NA,NA,NA,NA,NA
oscillates,NA,10,0,NA,NA,NA,NA,NA
ostracized,9,10,0,0,NA,NA,NA,NA
ought,2,5,0,22,NA,404,NA,195
oust,3,4,7,4,NA,NA,NA,NA
outdoing,6,8,1,0,NA,NA,NA,NA
outerwear,NA,9,0,NA,NA,NA,NA,NA
outfitting,NA,10,1,NA,NA,NA,NA,NA
outgrowing,7,10,0,1,NA,NA,NA,NA
outlasted,NA,9,0,NA,NA,NA,NA,NA
outlawing,6,9,0,0,NA,NA,NA,NA
outlining,7,9,0,0,NA,NA,NA,NA
outliving,NA,9,1,NA,NA,NA,NA,NA
outnumber,8,9,0,0,NA,NA,NA,NA
outnumbers,NA,10,0,NA,NA,NA,NA,NA
outpacing,NA,9,0,NA,NA,NA,NA,NA
outperform,NA,10,0,NA,NA,NA,NA,NA
outrunning,NA,10,0,NA,NA,NA,NA,NA
outscoring,NA,10,0,NA,NA,NA,NA,NA
outshining,NA,10,0,NA,NA,NA,NA,NA
outsmarted,NA,10,0,NA,NA,NA,NA,NA
outvoted,NA,8,0,NA,NA,NA,NA,NA
outwitted,7,9,0,1,NA,NA,NA,NA
outwitting,7,10,0,1,NA,NA,NA,NA
overact,NA,7,0,NA,NA,NA,NA,NA
overate,NA,7,1,NA,NA,NA,NA,NA
overbill,NA,8,1,NA,NA,NA,NA,NA
overcame,6,8,1,1,NA,NA,NA,NA
overcomes,7,9,0,1,NA,NA,NA,NA
overcook,NA,8,2,NA,NA,NA,NA,NA
overcrowd,NA,9,0,NA,NA,NA,NA,NA
overdid,6,7,0,0,NA,NA,NA,NA
overdo,5,6,0,1,NA,NA,NA,NA
overdoes,NA,8,0,NA,NA,NA,NA,NA
overdress,NA,9,0,NA,NA,NA,NA,NA
overeat,NA,7,0,NA,NA,NA,NA,NA
overfeed,NA,8,0,NA,NA,NA,NA,NA
overfill,NA,8,1,NA,NA,NA,NA,NA
overflowed,7,10,0,1,NA,NA,NA,NA
overhauled,7,10,0,1,NA,NA,NA,NA
overhear,6,8,2,0,NA,NA,NA,NA
overhears,NA,9,2,NA,NA,NA,NA,NA
overhung,6,8,1,1,NA,NA,NA,NA
overlaid,6,8,2,2,NA,NA,NA,NA
overlapped,7,10,0,2,NA,NA,NA,NA
overlaps,7,8,0,2,NA,NA,NA,NA
overlook,6,8,2,3,NA,NA,NA,NA
overlooks,7,9,0,2,NA,NA,NA,NA
overmatch,NA,9,0,NA,NA,NA,NA,NA
overpay,NA,7,1,NA,NA,NA,NA,NA
overplay,NA,8,0,NA,NA,NA,NA,NA
overplayed,NA,10,0,NA,NA,NA,NA,NA
overprice,NA,9,0,NA,NA,NA,NA,NA
overran,NA,7,1,NA,NA,NA,NA,NA
overrate,6,8,0,1,NA,NA,NA,NA
overreach,NA,9,0,NA,NA,NA,NA,NA
overrode,6,8,1,2,NA,NA,NA,NA
overrule,6,8,0,2,NA,NA,NA,NA
overruled,7,9,0,1,NA,NA,NA,NA
overrules,NA,9,1,NA,NA,NA,NA,NA
oversee,5,7,0,2,NA,NA,NA,NA
overseen,6,8,1,2,NA,NA,NA,NA
oversees,NA,8,3,NA,NA,NA,NA,NA
oversell,NA,8,0,NA,NA,NA,NA,NA
overshoot,6,9,0,1,NA,NA,NA,NA
overshot,6,8,0,1,NA,NA,NA,NA
oversleep,NA,9,0,NA,NA,NA,NA,NA
oversold,NA,8,0,NA,NA,NA,NA,NA
overspend,NA,9,0,NA,NA,NA,NA,NA
overspent,NA,9,0,NA,NA,NA,NA,NA
overstate,7,9,0,0,NA,NA,NA,NA
overstates,NA,10,1,NA,NA,NA,NA,NA
overstay,NA,8,0,NA,NA,NA,NA,NA
overstayed,NA,10,1,NA,NA,NA,NA,NA
overstep,7,8,0,0,NA,NA,NA,NA
overstuff,NA,9,0,NA,NA,NA,NA,NA
overtake,6,8,0,1,NA,NA,NA,NA
overtakes,NA,9,1,NA,NA,NA,NA,NA
overtax,NA,7,0,NA,NA,NA,NA,NA
overthrew,NA,9,1,NA,NA,NA,NA,NA
overthrown,7,10,0,2,NA,NA,NA,NA
overtook,6,8,2,2,NA,NA,NA,NA
overtrain,NA,9,0,NA,NA,NA,NA,NA
overturn,6,8,1,1,NA,NA,NA,NA
overturns,NA,9,1,NA,NA,NA,NA,NA
overwhelm,7,9,0,0,NA,NA,NA,NA
overworks,NA,9,0,NA,NA,NA,NA,NA
overwrite,NA,9,0,NA,NA,NA,NA,NA
overwrites,NA,10,0,NA,NA,NA,NA,NA
owed,2,4,2,27,NA,NA,NA,NA
owes,2,4,6,31,NA,NA,NA,NA
owns,3,4,2,14,NA,NA,NA,NA
paced,4,5,8,20,NA,NA,NA,NA
pacify,6,6,0,1,NA,NA,NA,NA
paled,4,5,8,23,NA,NA,NA,NA
pales,4,5,16,27,NA,NA,NA,NA
palpitates,NA,10,0,NA,NA,NA,NA,NA
panned,NA,6,10,NA,NA,NA,NA,NA
paraded,7,7,1,2,NA,NA,NA,NA
parading,7,8,0,2,NA,NA,NA,NA
paralleled,8,10,0,2,NA,NA,NA,NA
paralyze,NA,8,1,NA,NA,NA,NA,NA
parch,NA,5,5,NA,NA,NA,NA,NA
pare,3,4,22,22,NA,NA,392,NA
pared,3,5,9,24,NA,NA,NA,NA
pares,NA,5,16,NA,NA,NA,NA,NA
parse,NA,5,3,NA,NA,NA,NA,NA
partnering,8,10,0,0,NA,NA,NA,NA
patenting,NA,9,0,NA,NA,NA,NA,NA
patronize,8,9,0,1,NA,NA,NA,NA
paused,4,6,3,9,NA,NA,NA,NA
pave,3,4,13,15,NA,NA,NA,NA
paves,NA,5,11,NA,NA,NA,NA,NA
pawed,3,5,5,31,NA,NA,NA,NA
pays,3,4,13,28,NA,NA,NA,NA
pedaling,NA,8,1,NA,NA,NA,NA,NA
peed,NA,4,14,NA,NA,NA,NA,NA
peeked,4,6,7,11,NA,NA,NA,NA
peeped,4,6,5,7,NA,NA,NA,NA
peered,3,6,7,23,NA,NA,NA,NA
pegged,4,6,2,5,NA,NA,NA,NA
penalize,NA,8,0,NA,NA,NA,NA,NA
penetrate,8,9,0,1,NA,534,NA,434
peppering,NA,9,0,NA,NA,NA,NA,NA
percolate,7,9,0,0,NA,NA,NA,NA
perfecting,8,10,0,2,NA,NA,NA,NA
perishing,7,9,0,1,NA,NA,NA,NA
perjuring,NA,9,0,NA,NA,NA,NA,NA
perked,NA,6,5,NA,NA,NA,NA,NA
permeate,6,8,0,1,NA,NA,NA,NA
permeates,7,9,1,1,NA,NA,NA,NA
permitting,7,10,0,3,NA,NA,NA,NA
perpetrate,8,10,1,0,NA,NA,NA,NA
persecutes,NA,10,1,NA,NA,NA,NA,NA
persevere,7,9,0,1,NA,NA,NA,NA
persevered,7,10,0,1,NA,NA,NA,NA
perseveres,NA,10,1,NA,NA,NA,NA,NA
persisted,8,9,0,2,NA,NA,NA,NA
persisting,8,10,0,2,NA,NA,NA,NA
perspiring,9,10,0,1,NA,NA,NA,NA
persuaded,8,9,1,1,NA,NA,NA,NA
perturbing,NA,10,0,NA,NA,NA,NA,NA
peruses,NA,7,0,NA,NA,NA,NA,NA
perusing,NA,8,0,NA,NA,NA,NA,NA
pervaded,7,8,1,2,NA,NA,NA,NA
perverting,NA,10,0,NA,NA,NA,NA,NA
petitioned,7,10,0,3,NA,NA,NA,NA
petrify,NA,7,0,NA,NA,NA,NA,NA
philander,NA,9,0,NA,NA,NA,NA,NA
phoned,4,6,2,18,NA,NA,NA,NA
phrased,5,7,1,9,NA,NA,NA,NA
picketed,7,8,1,2,NA,NA,NA,NA
picketing,7,9,1,2,NA,NA,NA,NA
pieced,4,6,1,16,NA,NA,NA,NA
piled,4,5,8,15,NA,NA,NA,NA
pillages,NA,8,2,NA,NA,NA,NA,NA
piloted,NA,7,1,NA,NA,NA,NA,NA
pined,4,5,7,21,NA,NA,NA,NA
pinged,4,6,6,6,NA,NA,NA,NA
pinpointed,9,10,0,0,NA,NA,NA,NA
pioneered,6,9,0,2,NA,NA,NA,NA
piped,4,5,5,8,NA,NA,NA,NA
placed,5,6,5,6,NA,NA,NA,NA
plagiarize,NA,10,0,NA,NA,NA,NA,NA
planed,5,6,5,7,NA,NA,NA,NA
plead,4,5,2,14,488,NA,265,NA
pleads,5,6,1,5,NA,NA,NA,NA
plies,4,5,2,12,NA,NA,NA,NA
plod,4,4,6,11,NA,471,NA,379
plopped,5,7,3,7,NA,NA,NA,NA
plucks,NA,6,1,NA,NA,NA,NA,NA
plumbed,5,7,2,6,NA,NA,NA,NA
plummeted,NA,9,0,NA,NA,NA,NA,NA
plumped,6,7,4,5,NA,NA,NA,NA
plundering,9,10,1,1,NA,NA,NA,NA
plunged,6,7,3,2,NA,NA,NA,NA
plunked,NA,7,4,NA,NA,NA,NA,NA
poach,3,5,5,15,NA,450,NA,445
pocketed,7,8,2,4,NA,NA,NA,NA
pocketing,7,9,2,3,NA,NA,NA,NA
polarize,NA,8,0,NA,NA,NA,NA,NA
polices,NA,7,1,NA,NA,NA,NA,NA
polled,4,6,7,21,NA,NA,NA,NA
pollinate,NA,9,0,NA,NA,NA,NA,NA
pollinates,NA,10,0,NA,NA,NA,NA,NA
pondering,8,9,3,2,NA,NA,NA,NA
pooled,4,6,5,12,NA,NA,NA,NA
pored,NA,5,6,NA,NA,NA,NA,NA
portraying,7,10,0,0,NA,NA,NA,NA
posited,7,7,0,1,NA,NA,NA,NA
possesses,7,9,1,3,NA,NA,NA,NA
possessing,7,10,0,2,NA,NA,NA,NA
postdated,NA,9,0,NA,NA,NA,NA,NA
postulate,9,9,0,0,NA,NA,NA,NA
postulates,10,10,1,0,NA,NA,NA,NA
pounced,5,7,2,2,NA,NA,NA,NA
pours,3,5,4,35,NA,NA,NA,NA
powdering,7,9,1,2,NA,NA,NA,NA
powering,6,8,3,4,NA,NA,NA,NA
praised,5,7,1,10,NA,NA,NA,NA
prayed,4,6,4,15,NA,NA,NA,NA
preach,4,6,1,5,NA,NA,NA,NA
preached,5,8,4,5,NA,NA,NA,NA
prearrange,NA,10,0,NA,NA,NA,NA,NA
preceded,8,8,1,2,NA,NA,NA,NA
preceeding,NA,10,1,NA,NA,NA,NA,NA
precluded,9,9,1,0,NA,NA,NA,NA
precluding,NA,10,0,NA,NA,NA,NA,NA
predicate,8,9,0,0,NA,NA,NA,NA
predispose,NA,10,0,NA,NA,NA,NA,NA
preempted,NA,9,0,NA,NA,NA,NA,NA
preempting,NA,10,0,NA,NA,NA,NA,NA
preen,4,5,1,5,NA,NA,NA,NA
preferring,8,10,0,0,NA,NA,NA,NA
premiering,NA,10,0,NA,NA,NA,NA,NA
presages,8,8,1,0,NA,NA,NA,NA
presented,9,9,2,3,NA,NA,NA,NA
presenting,9,10,1,3,NA,NA,NA,NA
presided,8,8,1,2,NA,NA,NA,NA
pressuring,NA,10,0,NA,NA,NA,NA,NA
pressurize,NA,10,0,NA,NA,NA,NA,NA
presuppose,8,10,0,0,NA,NA,NA,NA
pret,NA,4,4,NA,NA,NA,NA,NA
prevented,9,9,1,3,NA,NA,NA,NA
preventing,9,10,1,3,NA,NA,NA,NA
previewing,NA,10,0,NA,NA,NA,NA,NA
preyed,4,6,1,15,NA,NA,NA,NA
pricked,5,7,1,4,NA,NA,NA,NA
primed,5,6,3,4,NA,NA,NA,NA
primp,NA,5,2,NA,NA,NA,NA,NA
privatize,NA,9,0,NA,NA,NA,NA,NA
probed,5,6,2,3,NA,NA,NA,NA
proceeded,8,9,0,2,NA,NA,NA,NA
procuring,9,9,0,1,NA,NA,NA,NA
professes,8,9,2,2,NA,NA,NA,NA
professing,8,10,1,1,NA,NA,NA,NA
profited,8,8,0,1,NA,NA,NA,NA
profiting,8,9,0,1,NA,NA,NA,NA
programing,NA,10,0,NA,NA,NA,NA,NA
progresses,9,10,1,0,NA,NA,NA,NA
prohibit,8,8,0,1,NA,519,373,NA
prohibits,9,9,0,1,NA,NA,NA,NA
prolonging,8,10,0,0,NA,NA,NA,NA
promulgate,NA,10,0,NA,NA,NA,NA,NA
pronged,NA,7,1,NA,NA,NA,NA,NA
pronounces,9,10,1,0,NA,NA,NA,NA
proofed,5,7,0,3,NA,NA,NA,NA
propagate,8,9,0,0,NA,NA,NA,NA
propelling,8,10,0,0,NA,NA,NA,NA
prophesies,NA,10,2,NA,NA,NA,NA,NA
proposes,8,8,1,1,NA,NA,NA,NA
propped,5,7,3,7,NA,NA,NA,NA
prosecute,9,9,0,0,NA,NA,NA,NA
prosecutes,NA,10,1,NA,NA,NA,NA,NA
prospering,9,10,0,0,NA,NA,NA,NA
protested,9,9,1,1,NA,NA,NA,NA
publicize,8,9,0,1,NA,NA,NA,NA
publishes,8,9,2,2,NA,NA,NA,NA
pulverize,NA,9,0,NA,NA,NA,NA,NA
punctuate,NA,9,0,NA,NA,NA,NA,NA
punishes,7,8,1,1,NA,NA,NA,NA
purify,7,6,1,1,NA,NA,NA,NA
purporting,7,10,0,1,NA,NA,NA,NA
